ENS_MOUSE	GC	LENGTH
ENSMUSG00000083132	50.99	150
ENSMUSG00000094660	46.64	683
ENSMUSG00000075431	52.84	656
ENSMUSG00000034493	44.96	1218
ENSMUSG00000082803	57.02	120
ENSMUSG00000086831	42.71	1441
ENSMUSG00000087520	48.67	225
ENSMUSG00000095688	45.47	683
ENSMUSG00000091155	42.33	1393
ENSMUSG00000085844	48.71	1854
ENSMUSG00000073255	36.66	1486
ENSMUSG00000027363	41.18	11707
ENSMUSG00000084230	46.12	476
ENSMUSG00000078600	54.67	392
ENSMUSG00000087524	66.03	378
ENSMUSG00000017165	47.57	457
ENSMUSG00000080716	46.86	445
ENSMUSG00000094469	46.64	683
ENSMUSG00000004637	45.83	14474
ENSMUSG00000028330	43.4	4232
ENSMUSG00000086942	45.23	969
ENSMUSG00000090308	47.82	1442
ENSMUSG00000082472	49.03	978
ENSMUSG00000043448	54.66	4352
ENSMUSG00000086135	52.95	1262
ENSMUSG00000095153	35.65	491
ENSMUSG00000089631	47.1	413
ENSMUSG00000085815	48.83	384
ENSMUSG00000058050	49.09	494
ENSMUSG00000094205	44.18	1555
ENSMUSG00000090816	47.52	1451
ENSMUSG00000020720	44.34	5138
ENSMUSG00000095109	44.34	626
ENSMUSG00000086760	46.45	844
ENSMUSG00000085118	48.83	1990
ENSMUSG00000040525	50.98	6799
ENSMUSG00000062372	50.33	27209
ENSMUSG00000073982	50.28	2585
ENSMUSG00000096125	46.35	683
ENSMUSG00000083090	51.49	504
ENSMUSG00000044141	51.23	1670
ENSMUSG00000022449	42.03	15426
ENSMUSG00000094105	44.16	1581
ENSMUSG00000044341	47.94	2406
ENSMUSG00000023952	53.38	17711
ENSMUSG00000098014	47.63	2302
ENSMUSG00000094857	45.91	683
ENSMUSG00000055159	48.67	923
ENSMUSG00000096552	46.49	683
ENSMUSG00000096326	47.62	293
ENSMUSG00000020044	47.36	9104
ENSMUSG00000015733	38.04	9355
ENSMUSG00000003555	50.31	2748
ENSMUSG00000095582	45.61	683
ENSMUSG00000035530	53.93	3565
ENSMUSG00000087621	38.69	921
ENSMUSG00000082116	60.97	309
ENSMUSG00000095726	46.35	683
ENSMUSG00000021743	54.35	2299
ENSMUSG00000096452	51.36	293
ENSMUSG00000030664	59.79	418
ENSMUSG00000093896	51.02	293
ENSMUSG00000096816	45.91	683
ENSMUSG00000035184	46.12	5885
ENSMUSG00000083178	42.69	1374
ENSMUSG00000095815	44.02	626
ENSMUSG00000086583	46.08	2924
ENSMUSG00000096020	48.77	349
ENSMUSG00000095921	46.35	683
ENSMUSG00000091087	48.33	119
ENSMUSG00000026669	46.55	18176
ENSMUSG00000094124	51.73	346
ENSMUSG00000094629	45.76	683
ENSMUSG00000020432	49.73	13562
ENSMUSG00000087475	39.87	1800
ENSMUSG00000094348	46.49	683
ENSMUSG00000041488	44.3	8714
ENSMUSG00000084153	46.06	1026
ENSMUSG00000055298	38.91	1268
ENSMUSG00000094209	44.34	626
ENSMUSG00000057610	50.82	182
ENSMUSG00000096724	36.36	628
ENSMUSG00000073257	36.73	865
ENSMUSG00000084984	36.29	1365
ENSMUSG00000098814	41.24	342
ENSMUSG00000037526	45.17	3440
ENSMUSG00000086245	47.06	3751
ENSMUSG00000096104	46.06	763
ENSMUSG00000021185	45.9	16141
ENSMUSG00000005667	45.9	3550
ENSMUSG00000076530	45.04	273
ENSMUSG00000026694	46.49	16444
ENSMUSG00000082183	40.8	401
ENSMUSG00000094047	44.66	626
ENSMUSG00000026942	48.93	9281
ENSMUSG00000029290	38.97	16288
ENSMUSG00000095549	50	9
ENSMUSG00000076733	50.5	302
ENSMUSG00000048962	65.8	1237
ENSMUSG00000035031	43.32	9862
ENSMUSG00000093818	70.59	16
ENSMUSG00000033834	40.63	1367
ENSMUSG00000095067	46.2	683
ENSMUSG00000076630	34.78	22
ENSMUSG00000085945	44.21	655
ENSMUSG00000095399	62.07	28
ENSMUSG00000082454	43.71	3857
ENSMUSG00000096548	46.05	683
ENSMUSG00000096568	35.29	16
ENSMUSG00000085049	46.03	1280
ENSMUSG00000096074	52.66	349
ENSMUSG00000095444	35.29	16
ENSMUSG00000095750	45.3	701
ENSMUSG00000037536	44.47	12637
ENSMUSG00000096396	40	9
ENSMUSG00000044258	42.78	1368
ENSMUSG00000095441	45.91	683
ENSMUSG00000027994	43.2	3110
ENSMUSG00000095897	35.29	16
ENSMUSG00000083460	53.08	1007
ENSMUSG00000087160	46.14	377
ENSMUSG00000096778	45.44	701
ENSMUSG00000093876	40	9
ENSMUSG00000082250	49.91	530
ENSMUSG00000033111	40.71	4554
ENSMUSG00000060777	49.55	661
ENSMUSG00000095592	62.07	28
ENSMUSG00000094279	46.49	683
ENSMUSG00000034509	47.79	1266
ENSMUSG00000028412	41.97	14912
ENSMUSG00000096577	49.01	301
ENSMUSG00000096250	35.29	16
ENSMUSG00000090855	48.74	592
ENSMUSG00000036918	52.52	16855
ENSMUSG00000062705	43.57	703
ENSMUSG00000049287	53.67	5532
ENSMUSG00000096884	40	9
ENSMUSG00000091117	38.69	565
ENSMUSG00000094268	58.62	28
ENSMUSG00000096032	45.76	683
ENSMUSG00000076632	30.43	22
ENSMUSG00000083159	50.23	660
ENSMUSG00000096301	58.62	28
ENSMUSG00000085407	44.46	1806
ENSMUSG00000022439	51.4	7095
ENSMUSG00000094742	46.49	683
ENSMUSG00000094057	41.18	16
ENSMUSG00000076731	49.63	313
ENSMUSG00000002980	53.87	5298
ENSMUSG00000094957	50	9
ENSMUSG00000081370	50.57	1397
ENSMUSG00000095656	35.29	16
ENSMUSG00000094502	51.49	346
ENSMUSG00000061975	43.87	928
ENSMUSG00000095578	35.66	491
ENSMUSG00000096420	41.67	11
ENSMUSG00000094552	56.25	15
ENSMUSG00000070411	43.33	940
ENSMUSG00000095084	45.44	701
ENSMUSG00000083954	46.15	1271
ENSMUSG00000094028	54.55	10
ENSMUSG00000030990	45.61	23125
ENSMUSG00000008874	44.9	588
ENSMUSG00000066245	51.95	461
ENSMUSG00000024683	43.38	1118
ENSMUSG00000095863	48.98	293
ENSMUSG00000083671	47.37	444
ENSMUSG00000094207	43.94	989
ENSMUSG00000027867	41.26	9806
ENSMUSG00000057215	40.61	1288
ENSMUSG00000081952	51.82	329
ENSMUSG00000045750	45.92	2972
ENSMUSG00000086261	45.06	1446
ENSMUSG00000095114	40.21	1204
ENSMUSG00000095519	51.15	349
ENSMUSG00000073902	41.48	10084
ENSMUSG00000081652	50.15	324
ENSMUSG00000041255	43.04	1225
ENSMUSG00000096369	45.82	704
ENSMUSG00000066752	49.34	2263
ENSMUSG00000063286	40.89	8408
ENSMUSG00000082792	54.74	874
ENSMUSG00000038770	45.58	7972
ENSMUSG00000095170	47.27	334
ENSMUSG00000094746	35.74	491
ENSMUSG00000024682	42.43	1528
ENSMUSG00000053541	38.87	9709
ENSMUSG00000082946	48.35	1995
ENSMUSG00000095867	43.64	989
ENSMUSG00000094088	51.04	349
ENSMUSG00000082188	35.26	247
ENSMUSG00000095457	41.2	10098
ENSMUSG00000026821	54.76	18807
ENSMUSG00000096203	46.05	683
ENSMUSG00000098945	44.51	1037
ENSMUSG00000082818	49.28	344
ENSMUSG00000094739	46.49	683
ENSMUSG00000098934	41.18	3595
ENSMUSG00000046844	43.89	8815
ENSMUSG00000096672	51.61	349
ENSMUSG00000025201	47.93	1300
ENSMUSG00000096266	45.76	683
ENSMUSG00000098987	45.54	1292
ENSMUSG00000095117	50.17	300
ENSMUSG00000048807	55.19	6118
ENSMUSG00000082132	41.7	282
ENSMUSG00000098426	46.45	1265
ENSMUSG00000094045	45.44	701
ENSMUSG00000080776	46.49	812
ENSMUSG00000095649	40.63	12216
ENSMUSG00000050912	44.06	6294
ENSMUSG00000095090	46.35	683
ENSMUSG00000099276	44.41	1037
ENSMUSG00000096767	52.66	349
ENSMUSG00000099241	41.21	3595
ENSMUSG00000085315	37.75	2075
ENSMUSG00000096898	45.91	683
ENSMUSG00000093378	39.73	472
ENSMUSG00000020744	51.4	11522
ENSMUSG00000080970	45.42	272
ENSMUSG00000083339	48.5	563
ENSMUSG00000076621	60.38	52
ENSMUSG00000062300	51.67	4711
ENSMUSG00000086513	41.27	10081
ENSMUSG00000073854	48.85	654
ENSMUSG00000094647	35.43	560
ENSMUSG00000086447	48.02	451
ENSMUSG00000096078	49.01	301
ENSMUSG00000078251	51.49	4035
ENSMUSG00000074516	55.96	653
ENSMUSG00000047205	47.68	7313
ENSMUSG00000028243	40.75	6634
ENSMUSG00000090959	61.11	89
ENSMUSG00000095179	35.38	560
ENSMUSG00000085421	47.02	2442
ENSMUSG00000094087	50.81	349
ENSMUSG00000086414	42.62	3499
ENSMUSG00000082044	41.58	278
ENSMUSG00000081158	46.07	865
ENSMUSG00000096491	46.2	683
ENSMUSG00000086329	44	437
ENSMUSG00000029516	49.65	50518
ENSMUSG00000022607	41.22	7950
ENSMUSG00000081911	48.54	308
ENSMUSG00000087405	45.34	444
ENSMUSG00000080782	46.74	536
ENSMUSG00000093982	46.05	683
ENSMUSG00000083953	45.75	635
ENSMUSG00000039976	52.03	7205
ENSMUSG00000086909	41.81	1605
ENSMUSG00000094549	46.2	683
ENSMUSG00000087701	49.49	986
ENSMUSG00000097210	40.03	2507
ENSMUSG00000087259	49.32	6034
ENSMUSG00000080989	47.71	1267
ENSMUSG00000081484	48.42	664
ENSMUSG00000095197	51.96	346
ENSMUSG00000096040	45.91	683
ENSMUSG00000068323	47.97	16117
ENSMUSG00000041885	39.67	928
ENSMUSG00000031767	43.48	6496
ENSMUSG00000095889	48.16	349
ENSMUSG00000094404	42.94	1082
ENSMUSG00000086229	44.82	1052
ENSMUSG00000020434	46.5	2587
ENSMUSG00000020624	47.23	2922
ENSMUSG00000027429	42.93	11403
ENSMUSG00000082749	46.97	576
ENSMUSG00000051885	45.91	1885
ENSMUSG00000096207	46.35	683
ENSMUSG00000022892	42.79	3112
ENSMUSG00000095488	47.98	334
ENSMUSG00000073919	45.36	955
ENSMUSG00000075437	46.59	867
ENSMUSG00000094862	52.72	293
ENSMUSG00000093872	45.91	683
ENSMUSG00000018623	41.85	1062
ENSMUSG00000081694	46.4	374
ENSMUSG00000095589	51.96	349
ENSMUSG00000096843	46.49	683
ENSMUSG00000082084	49.11	956
ENSMUSG00000087247	40.68	853
ENSMUSG00000093819	45.61	683
ENSMUSG00000086981	42.79	1576
ENSMUSG00000095808	46.49	683
ENSMUSG00000094787	50.23	349
ENSMUSG00000073929	38.74	2615
ENSMUSG00000073741	73.72	680
ENSMUSG00000095949	45.47	683
ENSMUSG00000081713	45.67	299
ENSMUSG00000009207	35.74	21659
ENSMUSG00000085566	43.31	6478
ENSMUSG00000094505	48.84	300
ENSMUSG00000021728	41.73	2244
ENSMUSG00000083248	46.13	361
ENSMUSG00000093882	45.91	683
ENSMUSG00000089662	54.36	481
ENSMUSG00000082530	60.33	367
ENSMUSG00000082154	47.85	1094
ENSMUSG00000094507	43.03	1082
ENSMUSG00000093894	51.5	349
ENSMUSG00000022538	45.58	13375
ENSMUSG00000095204	51.04	346
ENSMUSG00000036158	45.21	8213
ENSMUSG00000024150	49.52	6657
ENSMUSG00000095378	46.35	683
ENSMUSG00000094645	46.64	683
ENSMUSG00000091423	50.48	2374
ENSMUSG00000002984	51.8	6940
ENSMUSG00000018620	41.26	3266
ENSMUSG00000087175	40.01	1347
ENSMUSG00000096754	46.2	683
ENSMUSG00000039753	40.67	24980
ENSMUSG00000086886	37.04	607
ENSMUSG00000096643	44.82	626
ENSMUSG00000076620	44.44	53
ENSMUSG00000081859	50.7	995
ENSMUSG00000096013	46.2	683
ENSMUSG00000083513	53.36	876
ENSMUSG00000021180	39.68	4388
ENSMUSG00000096234	46.05	683
ENSMUSG00000025757	38.58	17983
ENSMUSG00000084236	46.75	461
ENSMUSG00000095173	45.21	698
ENSMUSG00000060029	47.94	1718
ENSMUSG00000091903	44	1936
ENSMUSG00000085014	41.35	2402
ENSMUSG00000055621	44.35	1799
ENSMUSG00000095679	46.35	683
ENSMUSG00000037104	44.49	4389
ENSMUSG00000020241	50.44	13431
ENSMUSG00000082281	41.03	1174
ENSMUSG00000095887	36.76	1529
ENSMUSG00000096261	46.35	683
ENSMUSG00000082985	48.62	832
ENSMUSG00000040265	41.44	23968
ENSMUSG00000021071	43.88	9483
ENSMUSG00000080751	45.55	954
ENSMUSG00000029656	44.8	4859
ENSMUSG00000095598	46.05	683
ENSMUSG00000020067	44.24	5226
ENSMUSG00000083472	50.64	234
ENSMUSG00000083854	50.63	827
ENSMUSG00000071035	46.75	1967
ENSMUSG00000095904	44.66	626
ENSMUSG00000085700	52.71	128
ENSMUSG00000094142	45.91	683
ENSMUSG00000084334	46.35	1095
ENSMUSG00000083216	41.45	298
ENSMUSG00000055933	39.16	1367
ENSMUSG00000063550	38.27	4028
ENSMUSG00000083967	49.24	263
ENSMUSG00000096902	35.37	560
ENSMUSG00000086007	39.27	884
ENSMUSG00000082077	46.14	820
ENSMUSG00000094453	44.5	626
ENSMUSG00000036816	72	449
ENSMUSG00000086523	44.04	600
ENSMUSG00000081038	45.96	284
ENSMUSG00000063611	45.41	380
ENSMUSG00000093837	46.35	683
ENSMUSG00000081315	45.88	934
ENSMUSG00000070886	41.54	2305
ENSMUSG00000086349	40.33	2035
ENSMUSG00000081945	45.4	966
ENSMUSG00000035495	46.34	10555
ENSMUSG00000094961	44.82	626
ENSMUSG00000081173	43.33	823
ENSMUSG00000080884	43.2	205
ENSMUSG00000082739	43.54	959
ENSMUSG00000083383	43.15	926
ENSMUSG00000096836	40.38	1197
ENSMUSG00000030465	39.39	33771
ENSMUSG00000041440	44.28	10382
ENSMUSG00000096489	46.26	680
ENSMUSG00000084356	38.69	852
ENSMUSG00000041857	39.95	1508
ENSMUSG00000096762	46.49	683
ENSMUSG00000066279	51.76	2508
ENSMUSG00000083254	43.89	662
ENSMUSG00000046079	46.76	21272
ENSMUSG00000084262	44.9	1852
ENSMUSG00000095485	45.91	683
ENSMUSG00000041671	44.28	7450
ENSMUSG00000082714	44.85	300
ENSMUSG00000094616	35.38	560
ENSMUSG00000080891	45.46	1423
ENSMUSG00000094775	36.59	631
ENSMUSG00000073985	62.97	606
ENSMUSG00000094052	46.05	683
ENSMUSG00000020435	48.65	13833
ENSMUSG00000040387	40.51	22918
ENSMUSG00000067121	52.2	861
ENSMUSG00000027784	43.4	10587
ENSMUSG00000030996	50.7	1412
ENSMUSG00000094260	45.91	683
ENSMUSG00000094198	52.19	349
ENSMUSG00000002985	54.64	8605
ENSMUSG00000055895	38.83	1792
ENSMUSG00000021745	43.47	20931
ENSMUSG00000092364	54.07	466
ENSMUSG00000094781	46.64	683
ENSMUSG00000082509	46.91	937
ENSMUSG00000085853	45.06	576
ENSMUSG00000095535	45.91	683
ENSMUSG00000095120	47.51	334
ENSMUSG00000074874	41.92	1633
ENSMUSG00000095296	43.74	1556
ENSMUSG00000083121	51.34	410
ENSMUSG00000083880	42.76	282
ENSMUSG00000076710	50.34	293
ENSMUSG00000069041	38.11	1619
ENSMUSG00000095855	46.64	683
ENSMUSG00000096355	50	293
ENSMUSG00000022438	51.05	5015
ENSMUSG00000031285	39.17	23394
ENSMUSG00000098207	41.75	1199
ENSMUSG00000047731	49.57	16607
ENSMUSG00000097388	54.49	1001
ENSMUSG00000024681	39.04	1005
ENSMUSG00000096419	45.91	683
ENSMUSG00000057246	44.64	9051
ENSMUSG00000076709	45.58	293
ENSMUSG00000083483	53.02	446
ENSMUSG00000082210	49.43	436
ENSMUSG00000095888	46.2	683
ENSMUSG00000050345	41.07	1356
ENSMUSG00000094763	42.56	732
ENSMUSG00000095859	49.32	293
ENSMUSG00000002147	50.23	6158
ENSMUSG00000041681	37.34	1128
ENSMUSG00000081359	42.21	352
ENSMUSG00000053399	43.19	5619
ENSMUSG00000095634	46.05	683
ENSMUSG00000009739	51.02	24867
ENSMUSG00000081078	47.44	623
ENSMUSG00000087133	38.74	579
ENSMUSG00000099137	48.15	7300
ENSMUSG00000095496	46.35	683
ENSMUSG00000044125	37.84	2136
ENSMUSG00000096732	43.98	1556
ENSMUSG00000094652	50	293
ENSMUSG00000024680	37.54	2207
ENSMUSG00000089987	54.79	302
ENSMUSG00000070424	52.91	4548
ENSMUSG00000056728	44.16	1324
ENSMUSG00000094882	44.92	698
ENSMUSG00000093492	44.98	328
ENSMUSG00000095130	47.7	349
ENSMUSG00000070323	41.47	6838
ENSMUSG00000085835	42.8	486
ENSMUSG00000085095	53.48	1265
ENSMUSG00000087607	53.85	478
ENSMUSG00000095829	44.2	1580
ENSMUSG00000096016	35.38	560
ENSMUSG00000095923	46.77	346
ENSMUSG00000025907	38.04	32267
ENSMUSG00000045962	37.43	46235
ENSMUSG00000042202	45.52	11990
ENSMUSG00000093790	46.05	683
ENSMUSG00000086998	50.36	594
ENSMUSG00000042243	44.57	1334
ENSMUSG00000097974	54.36	3859
ENSMUSG00000036202	38.6	31076
ENSMUSG00000034724	36.94	22400
ENSMUSG00000026829	47.81	3032
ENSMUSG00000095001	46.35	683
ENSMUSG00000040430	46.27	12804
ENSMUSG00000094051	49.08	346
ENSMUSG00000096846	44.06	1582
ENSMUSG00000091496	46.7	363
ENSMUSG00000040564	52.31	907
ENSMUSG00000091323	46.39	811
ENSMUSG00000096881	35.43	560
ENSMUSG00000086477	44.69	1129
ENSMUSG00000093955	49.31	349
ENSMUSG00000097148	39.74	1708
ENSMUSG00000094056	45.44	701
ENSMUSG00000096649	48.64	293
ENSMUSG00000082870	53.22	341
ENSMUSG00000095999	46.64	683
ENSMUSG00000086993	39.07	4788
ENSMUSG00000074336	50.38	461
ENSMUSG00000072714	49.21	440
ENSMUSG00000076694	48.29	291
ENSMUSG00000084939	42.79	3499
ENSMUSG00000095302	46.49	683
ENSMUSG00000094546	49.08	349
ENSMUSG00000026698	42.47	7247
ENSMUSG00000096666	46.49	683
ENSMUSG00000074804	43.7	4300
ENSMUSG00000094241	43.54	293
ENSMUSG00000086433	38.93	321
ENSMUSG00000056426	41.16	1392
ENSMUSG00000083589	54.39	227
ENSMUSG00000096608	44.34	626
ENSMUSG00000083974	36.7	187
ENSMUSG00000081251	57.17	550
ENSMUSG00000030735	55.32	1606
ENSMUSG00000084328	48.92	508
ENSMUSG00000066036	49.26	47937
ENSMUSG00000094126	50.95	337
ENSMUSG00000096739	44.66	626
ENSMUSG00000087015	46.18	274
ENSMUSG00000027997	46.28	2582
ENSMUSG00000094561	49.08	349
ENSMUSG00000027428	42.73	2886
ENSMUSG00000087174	40.57	20963
ENSMUSG00000085560	43.51	5376
ENSMUSG00000094816	46.05	683
ENSMUSG00000086637	42.63	694
ENSMUSG00000098485	35.76	539
ENSMUSG00000002992	52.62	2990
ENSMUSG00000083017	44.47	388
ENSMUSG00000081888	47.87	680
ENSMUSG00000096251	45.73	701
ENSMUSG00000087304	43.61	1194
ENSMUSG00000095761	47.24	346
ENSMUSG00000076619	58.33	47
ENSMUSG00000020072	48.1	4329
ENSMUSG00000053654	54.28	2591
ENSMUSG00000085443	44.67	440
ENSMUSG00000095613	46.35	683
ENSMUSG00000008976	40.67	8896
ENSMUSG00000051147	40.02	2848
ENSMUSG00000096410	48.39	346
ENSMUSG00000033409	46.94	1323
ENSMUSG00000095918	43.76	2103
ENSMUSG00000076695	49.49	304
ENSMUSG00000033530	46.68	3421
ENSMUSG00000094908	46.05	683
ENSMUSG00000053049	46.95	1931
ENSMUSG00000073102	47.98	2467
ENSMUSG00000022537	48.95	22851
ENSMUSG00000022437	52.07	1658
ENSMUSG00000085792	43.66	666
ENSMUSG00000093993	35.37	560
ENSMUSG00000086686	45.6	681
ENSMUSG00000082780	44.49	453
ENSMUSG00000027999	45.55	2873
ENSMUSG00000060579	40.06	5377
ENSMUSG00000025588	39.35	1346
ENSMUSG00000094062	50.71	337
ENSMUSG00000054720	44.59	8774
ENSMUSG00000085751	49.19	1093
ENSMUSG00000096783	44.66	626
ENSMUSG00000094025	44.09	1582
ENSMUSG00000002981	50.58	4116
ENSMUSG00000096033	48.02	251
ENSMUSG00000085476	42.23	277
ENSMUSG00000086277	43.09	1980
ENSMUSG00000095785	45.91	683
ENSMUSG00000041653	49.83	4632
ENSMUSG00000080981	53.74	360
ENSMUSG00000038780	48.85	18137
ENSMUSG00000087412	52.84	1310
ENSMUSG00000044320	53.81	11347
ENSMUSG00000082600	52.11	780
ENSMUSG00000095103	35.38	560
ENSMUSG00000051515	61.19	1834
ENSMUSG00000095554	49.66	293
ENSMUSG00000078908	51.55	9865
ENSMUSG00000081703	51.61	497
ENSMUSG00000095710	38.08	1665
ENSMUSG00000017664	56.19	17506
ENSMUSG00000094953	44.5	626
ENSMUSG00000090765	45.58	293
ENSMUSG00000083475	36.47	532
ENSMUSG00000014907	38.86	2982
ENSMUSG00000074024	38.37	14865
ENSMUSG00000074805	45.11	5762
ENSMUSG00000094490	46.35	683
ENSMUSG00000087089	41.82	340
ENSMUSG00000039989	56.87	6579
ENSMUSG00000095416	50.34	293
ENSMUSG00000094216	46.35	683
ENSMUSG00000098041	41.26	3167
ENSMUSG00000025036	48.82	3198
ENSMUSG00000070639	44.84	2836
ENSMUSG00000095215	46.2	683
ENSMUSG00000024146	42.1	2595
ENSMUSG00000084773	40.2	1444
ENSMUSG00000098066	36.42	673
ENSMUSG00000062235	47.76	491
ENSMUSG00000036437	43.3	3004
ENSMUSG00000094694	50.23	346
ENSMUSG00000018770	47.26	3841
ENSMUSG00000094788	45.61	683
ENSMUSG00000089938	47.42	212
ENSMUSG00000076688	46.44	349
ENSMUSG00000098019	54.89	990
ENSMUSG00000096503	45.76	683
ENSMUSG00000082097	47.52	100
ENSMUSG00000044014	39.96	2312
ENSMUSG00000025035	46.18	816
ENSMUSG00000085784	41.27	629
ENSMUSG00000095515	46.49	683
ENSMUSG00000083270	45.84	2165
ENSMUSG00000030623	49.71	1693
ENSMUSG00000078561	48.58	451
ENSMUSG00000082846	46.12	411
ENSMUSG00000034543	40.56	12448
ENSMUSG00000095417	46.26	680
ENSMUSG00000049119	40.78	15351
ENSMUSG00000095200	48.85	349
ENSMUSG00000098174	45.82	979
ENSMUSG00000095317	46.35	683
ENSMUSG00000025519	40.99	7521
ENSMUSG00000025034	54.02	3224
ENSMUSG00000063975	40.13	10573
ENSMUSG00000023078	39.49	1168
ENSMUSG00000086501	45.35	694
ENSMUSG00000093950	39.77	1218
ENSMUSG00000069972	51.44	972
ENSMUSG00000055639	35.24	9591
ENSMUSG00000095700	43.62	357
ENSMUSG00000040297	35.49	6284
ENSMUSG00000085429	42.42	654
ENSMUSG00000080748	44.78	555
ENSMUSG00000024679	41.28	3136
ENSMUSG00000094821	35.37	560
ENSMUSG00000083449	37.38	863
ENSMUSG00000019893	40.47	26730
ENSMUSG00000092376	43.56	938
ENSMUSG00000002983	49.94	10334
ENSMUSG00000082750	43.27	552
ENSMUSG00000092195	42.81	875
ENSMUSG00000021747	41.41	2665
ENSMUSG00000095014	46.2	683
ENSMUSG00000072813	39.82	2114
ENSMUSG00000005800	40.99	2443
ENSMUSG00000092372	41.04	925
ENSMUSG00000096499	51.7	293
ENSMUSG00000096636	45.91	683
ENSMUSG00000092293	32.57	310
ENSMUSG00000047363	54.09	1283
ENSMUSG00000092401	41.61	905
ENSMUSG00000083521	47.73	747
ENSMUSG00000037851	45.76	16162
ENSMUSG00000095038	46.2	683
ENSMUSG00000081457	44.69	178
ENSMUSG00000067555	39.07	335
ENSMUSG00000092388	38.85	627
ENSMUSG00000083099	40.16	467
ENSMUSG00000095844	45.91	683
ENSMUSG00000082483	48.94	281
ENSMUSG00000089762	71.71	1551
ENSMUSG00000092197	47.6	249
ENSMUSG00000096457	36.74	1486
ENSMUSG00000070425	47.95	41165
ENSMUSG00000092419	41.22	870
ENSMUSG00000028519	42.75	13298
ENSMUSG00000096118	45.76	683
ENSMUSG00000085498	41.1	1776
ENSMUSG00000059602	45.37	17105
ENSMUSG00000092587	37.77	939
ENSMUSG00000094217	35.82	491
ENSMUSG00000024678	39.44	1506
ENSMUSG00000092532	37.68	896
ENSMUSG00000018868	53.21	1684
ENSMUSG00000085485	48.75	557
ENSMUSG00000092357	35.47	2363
ENSMUSG00000021749	48.19	1241
ENSMUSG00000024145	41.49	982
ENSMUSG00000091933	43.9	1172
ENSMUSG00000092330	30.41	1635
ENSMUSG00000095141	37.1	491
ENSMUSG00000009376	41.79	21105
ENSMUSG00000041674	45.38	14173
ENSMUSG00000092608	43.44	837
ENSMUSG00000056738	45.82	5947
ENSMUSG00000094448	45.61	683
ENSMUSG00000092529	31.61	912
ENSMUSG00000091422	44.32	2142
ENSMUSG00000092263	37.14	376
ENSMUSG00000010608	37.84	31446
ENSMUSG00000096347	36.96	491
ENSMUSG00000081812	44.41	1215
ENSMUSG00000073888	52.27	11745
ENSMUSG00000092440	39.61	307
ENSMUSG00000028328	49.2	5525
ENSMUSG00000085862	39.29	1326
ENSMUSG00000092287	40.31	319
ENSMUSG00000024677	39.68	9552
ENSMUSG00000096626	37.12	491
ENSMUSG00000001155	50.1	5281
ENSMUSG00000062638	48.74	1851
ENSMUSG00000092307	38.43	738
ENSMUSG00000092179	43.6	211
ENSMUSG00000069355	44.78	1233
ENSMUSG00000000817	41.7	1931
ENSMUSG00000092021	41.27	4003
ENSMUSG00000092410	34.44	1066
ENSMUSG00000095807	35.82	491
ENSMUSG00000072814	42.64	3547
ENSMUSG00000092426	45.06	576
ENSMUSG00000092352	41.55	916
ENSMUSG00000095471	45.76	683
ENSMUSG00000092567	31.96	1191
ENSMUSG00000053475	40.98	1704
ENSMUSG00000092533	40.13	906
ENSMUSG00000094624	36.74	898
ENSMUSG00000096122	40.06	1198
ENSMUSG00000021069	46.05	7478
ENSMUSG00000092628	37.49	874
ENSMUSG00000092467	29.39	1522
ENSMUSG00000066755	38.51	2063
ENSMUSG00000094061	46.1	704
ENSMUSG00000092431	39.4	301
ENSMUSG00000085324	41.34	436
ENSMUSG00000020661	51.22	41675
ENSMUSG00000058470	39.49	1369
ENSMUSG00000092256	35.57	1455
ENSMUSG00000094839	46.49	683
ENSMUSG00000081088	41.85	778
ENSMUSG00000085357	44.33	997
ENSMUSG00000082790	33.75	159
ENSMUSG00000090773	37.15	2559
ENSMUSG00000086752	36.31	3003
ENSMUSG00000096139	46.44	1443
ENSMUSG00000096875	35.65	491
ENSMUSG00000076618	50	53
ENSMUSG00000095442	48.62	349
ENSMUSG00000092313	30.17	420
ENSMUSG00000047562	40.36	1710
ENSMUSG00000009115	48.27	2384
ENSMUSG00000095381	46.2	683
ENSMUSG00000092562	44.89	645
ENSMUSG00000079419	40.02	1837
ENSMUSG00000086738	46.45	441
ENSMUSG00000092259	42.51	860
ENSMUSG00000079423	43.19	1314
ENSMUSG00000033774	48.73	3691
ENSMUSG00000026700	41.82	1839
ENSMUSG00000095244	46.1	704
ENSMUSG00000095981	43.85	357
ENSMUSG00000092623	42.89	1785
ENSMUSG00000092199	34.82	1273
ENSMUSG00000078991	47.15	122
ENSMUSG00000093888	40.66	1147
ENSMUSG00000027868	42.56	4536
ENSMUSG00000082879	47.28	477
ENSMUSG00000023966	50.17	2029
ENSMUSG00000092211	39.48	384
ENSMUSG00000087528	45.53	5420
ENSMUSG00000095135	35.71	491
ENSMUSG00000092621	36.42	1253
ENSMUSG00000087172	42	2502
ENSMUSG00000025591	43.51	6076
ENSMUSG00000086652	50.07	1346
ENSMUSG00000092422	42.27	219
ENSMUSG00000076680	43.98	355
ENSMUSG00000096058	46.2	683
ENSMUSG00000082274	47.96	1788
ENSMUSG00000082155	51.56	449
ENSMUSG00000092530	38.43	522
ENSMUSG00000035069	41.26	2745
ENSMUSG00000022890	45.45	6955
ENSMUSG00000021933	44.89	5874
