Protein.IDs	Majority.protein.IDs	Peptide.counts..all.	Peptide.counts..razor.unique.	Peptide.counts..unique.	Protein.names	Gene.names	con_0h_5	con_0h_7	con_2h_3	con_6h_1	con_6h_4	con_12h_3	con_18h_1	con_18h_4	con_24h_3	IKA_0h_5	IKA_0h_7	IKA_2h_3	IKA_6h_1	IKA_6h_4	IKA_12h_3	IKA_18h_1	IKA_18h_4	IKA_24h_3	con_0h_6	con_2h_1	con_2h_4	con_6h_3	con_12h_1	con_12h_4	con_18h_3	con_24h_1	con_24h_4	IKA_0h_6	IKA_2h_1	IKA_2h_4	IKA_6h_3	IKA_12h_1	IKA_12h_4	IKA_18h_3	IKA_24h_1	IKA_24h_4
Q9CQI3	Q9CQI3	4	2	2	Glia maturation factor beta	Gmfb	0	0	0	938891.1495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	413653.8462	0	0	0	0	0	0	0	0	69246.72489	0	0	0	0	0	0	0
Q9CQF9	Q9CQF9	1	1	1	Prenylcysteine oxidase	Pcyox1	0	0	0	298805.6968	0	0	0	0	172771.3004	0	0	135719.457	0	0	0	0	0	0	0	0	0	245596.0468	0	0	0	0	0	0	0	28717.32636	0	0	0	0	0	72384.61538
P63032	P63032	1	1	1	GTP-binding protein Rhes	Rasd2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1316615.117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9D211	Q9D211	1	1	1	CDKN2AIP N-terminal-like protein	Cdkn2aipnl	364020.5628	0	0	0	0	0	0	0	0	0	469207.9208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	262191.7808	0	0	0	0	0	0	0	0
Q8BZH4	Q8BZH4	1	1	1	Pogo transposable element with ZNF domain	Pogz	0	0	0	0	0	2032129.121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8BFS6	Q8BFS6	1	1	1	Calcineurin-like phosphoesterase domain-containing protein 1	Cpped1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1162928.082	0	0	0	0	0	0	0	0
Q3TCH7	Q3TCH7	1	1	1	Cullin-4A	Cul4a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1756264.637	0	0	0	0	0	0	0	0	0	0	0	0	0
Q6NSR8	Q6NSR8	1	1	1	Probable aminopeptidase NPEPL1	Npepl1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2348783.151	0	0	0	0	0	0	0	0	0	0	0	0
Q9JIP4	Q9JIP4	1	1	1	Pannexin-1	Panx1	0	0	0	351197.8637	0	0	0	0	0	0	0	0	0	0	0	0	0	43688.93663	0	0	0	403972.4388	0	0	0	0	0	0	0	0	0	0	0	0	54720.31715	0
Q8VHK9	Q8VHK9	1	1	1	Probable ATP-dependent RNA helicase DHX36	Dhx36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	682224.3875	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P97363	P97363	1	1	1	Serine palmitoyltransferase 2	Sptlc2	0	0	0	0	0	1291185.44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1029195.008	0	0	0	0	0	0	0	0	0	0	0	0
Q8C2B3	Q8C2B3	2	2	2	Histone deacetylase 7	Hdac7	0	0	0	0	0	2004931.319	0	0	0	0	0	0	0	225715.5477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q61160	Q61160	1	1	1	Protein FADD	Fadd	0	0	0	740330.1119	0	0	0	0	0	0	0	0	130989.1634	0	0	0	0	0	0	0	0	126042.3163	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P55194	P55194	2	2	2	SH3 domain-binding protein 1	Sh3bp1	0	0	0	0	0	0	0	1395093.333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1888705.148	0	0	0	0	0	0	0	0	0	0	0	0
Q62280	Q62280	2	2	2	Protein SSXT	Ss18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4313930.348	0	0	0	0	0	0	0	0	0	0	0
Q8VE99	Q8VE99	1	1	1	Coiled-coil domain-containing protein 115	Ccdc115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1508604.692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O89051	O89051	1	1	1	Integral membrane protein 2B;BRI2, membrane form;BRI2 intracellular domain;BRI2C, soluble form;Bri23 peptide	Itm2b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1831813.278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9CXY9	Q9CXY9	2	2	2	GPI-anchor transamidase	Pigk	0	0	0	0	0	0	0	0	0	0	0	435407.2398	0	0	0	0	0	134152.5242	0	0	0	165338.2517	0	0	0	0	110702.9831	0	0	44679.05153	0	0	0	0	187211.1001	0
Q9CZ15	Q9CZ15	1	1	1	DNA replication complex GINS protein PSF1	Gins1	0	0	0	0	0	0	0	2127550.476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1301580.796	0	0	0	0	0	0	0	0	0	0	0	0	0
Q99MR3	Q99MR3	1	1	1	Solute carrier family 12 member 9	Slc12a9	0	0	0	0	0	0	0	0	0	0	0	0	576283.0516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30092.79476	0	0	0	0	0	0	0
Q8K2H4	Q8K2H4	2	2	2	Arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein 1	Acap1	0	0	0	0	0	0	0	0	0	0	0	970452.4887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	336981.1321	0	0	0
Q5SW19	Q5SW19	3	3	3	Clustered mitochondria protein homolog	Cluh	0	0	0	0	0	0	0	3854882.54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1638947.264	0	0	0	0	0	0	0	0	0	0	0
Q9D1C1	Q9D1C1	1	1	1	Ubiquitin-conjugating enzyme E2 C	Ube2c	0	0	0	0	0	0	0	0	1389536.622	0	0	0	0	711026.5018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9CQ01	Q9CQ01	1	1	1	Ribonuclease T2	Rnaset2	0	0	0	0	0	2477417.582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q3V3V9	Q3V3V9	1	1	1	Leucine-rich repeat-containing protein 16C	Rltpr	0	0	0	0	0	1334656.593	0	314337.9048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1075769.111	0	0	0	0	0	0	0	0	161383.0189	0	0	0
Q08122	Q08122	1	1	1	Transducin-like enhancer protein 3	Tle3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1694849.696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P51949	P51949	2	2	2	CDK-activating kinase assembly factor MAT1	Mnat1	0	0	0	0	528483.6066	1675989.011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8BHC4	Q8BHC4	2	2	2	Dephospho-CoA kinase domain-containing protein	Dcakd	0	0	0	0	0	0	0	0	0	0	0	870067.8733	0	0	0	0	0	103166.4876	0	0	0	0	0	0	0	87600	294287.9377	0	0	0	0	0	0	0	0	99092.30769
Q9QY93	Q9QY93	2	2	2	dCTP pyrophosphatase 1	Dctpp1	0	0	0	0	985327.8689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1651037.811	0	0	0	0	0	0	0	0	0	0	0
Q91V83	Q91V83	1	1	1	TELO2-interacting protein 1 homolog	Tti1	0	0	0	0	1148606.557	0	0	0	0	0	0	0	0	318059.1873	0	0	0	0	0	0	74856.27178	0	0	0	0	0	139154.345	0	0	0	0	0	0	0	0	0
Q8BGE6	Q8BGE6	1	1	1	Cysteine protease ATG4B	Atg4b	967099.5671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8CEE7	Q8CEE7	1	1	1	Retinol dehydrogenase 13	Rdh13	0	0	0	0	0	2296401.099	0	0	0	0	0	0	0	0	0	0	0	31385.60687	0	0	0	0	0	0	0	0	273639.4293	0	0	0	0	0	0	0	0	28933.07692
Q8VDQ9	Q8VDQ9	1	1	1	Protein KRI1 homolog	Kri1	0	0	0	0	0	0	365429.2437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1129844.262	0	2253602.985	0	0	0	0	0	0	0	0	0	0	0
Q99MS7	Q99MS7	2	2	2	EH domain-binding protein 1-like protein 1	Ehbp1l1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55421.01167	1547345.89	0	0	0	0	0	0	0	0
Q8BJ37	Q8BJ37	2	2	2	Tyrosyl-DNA phosphodiesterase 1	Tdp1	903409.0909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166034.7894	0	0	0	0	107336.2445	0	0	0	0	0	0	0
Q3UHX0	Q3UHX0	3	3	3	Nucleolar protein 8	Nol8	0	0	0	0	0	0	623319.6639	0	0	0	310268.7412	0	0	0	0	0	0	0	350796.8575	0	0	0	991906.3232	0	0	0	0	0	0	0	0	0	0	0	0	0
Q80YR4	Q80YR4	1	1	1	Zinc finger protein 598	Znf598	49717.53247	89260.75949	0	0	0	1485649.725	0	0	0	0	0	0	0	0	0	0	0	0	55658.24916	0	0	0	0	560107.6443	0	0	0	221926.3699	0	0	0	0	0	0	0	0
Q8VEA4	Q8VEA4	1	1	1	Mitochondrial intermembrane space import and assembly protein 40	Chchd4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	932660.2564	0	0	0	0	4757442.786	0	0	0	0	0	0	0	0	0	0	0
Q8CB96	Q8CB96	2	1	1	Ras association domain-containing protein 4	Rassf4	606277.0563	0	0	0	0	0	0	1288115.556	0	0	303451.2023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	239940.0685	0	0	0	0	0	0	0	0
Q8R1K1	Q8R1K1	1	1	1	Ubiquitin-associated domain-containing protein 2	Ubac2	1083170.996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q3TX08	Q3TX08	1	1	1	tRNA (guanine(26)-N(2))-dimethyltransferase	Trmt1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1761986.301	0	0	0	0	0	0	0	0
A2RSY6	A2RSY6	2	2	2	TRMT1-like protein	Trmt1l	0	0	0	0	1696967.213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q5UAK0	Q5UAK0	1	1	1	Mesoderm induction early response protein 1	Mier1	0	0	0	0	0	3192115.385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q5XKN4	Q5XKN4	1	1	1	Protein jagunal homolog 1	Jagn1	0	0	304392.3611	0	0	0	0	0	150660.6876	0	0	0	0	0	111161.8474	0	0	82204.94092	0	934070.5128	390548.7805	0	0	0	0	165365.4618	124420.2335	0	0	0	0	402549.3421	0	500837.4159	64789.69277	188046.1538
P97801	P97801	2	2	2	Survival motor neuron protein	Smn1	0	0	0	1634369.278	0	0	470979.4958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A2AHL1	A2AHL1	1	1	1	Anoctamin-3	Ano3	0	0	0	0	0	0	4191011.765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9CQE6	Q9CQE6	1	1	1	Histone chaperone ASF1A	Asf1a	1163636.364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q3TIU4	Q3TIU4	3	3	3	2,5-phosphodiesterase 12	Pde12	0	0	0	0	0	0	0	0	0	0	0	422966.0633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	863424.1972	0	0	0	0	0	0
O09044;P60879	O09044;P60879	2;1	2;1	2;1	Synaptosomal-associated protein 23;Synaptosomal-associated protein 25	Snap23;Snap25	0	0	0	840220.2442	0	0	1771934.118	1220504.127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9D0Y8	Q9D0Y8	1	1	1	39S ribosomal protein L52, mitochondrial	Mrpl52	0	0	432430.5556	0	0	0	0	0	0	0	0	471841.629	0	0	0	0	0	289856.0687	0	0	0	294423.7194	0	0	0	351534.1365	0	0	0	0	0	0	0	0	66555.40139	94800
Q9D6L8	Q9D6L8	2	2	2	Peptidyl-prolyl cis-trans isomerase-like 3	Ppil3	0	0	0	0	0	0	0	0	0	0	0	1522466.063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q6A028	Q6A028	2	2	2	Switch-associated protein 70	Swap70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1666100.703	0	2817559.204	0	0	0	0	0	0	0	0	0	0	0
P36371	P36371	2	2	2	Antigen peptide transporter 2	Tap2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	182186.8958	0	0	0	0	0	0	0	0	0	0	0	0	616003.861	0	0	0	0	0
Q5U3K5	Q5U3K5	2	2	2	Rab-like protein 6	Rabl6	0	46960	0	0	0	0	0	0	0	114698.1024	2613437.058	0	0	0	0	0	0	0	0	0	0	0	0	239494.5398	0	0	0	0	0	0	0	0	0	0	0	0
Q9JJX7	Q9JJX7	1	1	1	Tyrosyl-DNA phosphodiesterase 2	Tdp2	0	0	0	0	0	0	0	2445095.873	0	0	488359.2645	0	0	0	0	0	0	0	0	0	0	0	0	2254399.376	0	0	0	0	0	0	0	0	0	0	0	0
Q91WK1	Q91WK1	1	1	1	SPRY domain-containing protein 4	Spryd4	0	0	0	0	0	0	0	0	0	0	0	687352.9412	0	0	0	0	0	0	0	0	0	629596.3252	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P00416	P00416	1	1	1	Cytochrome c oxidase subunit 3	Mtco3	0	0	0	0	0	0	399371.4286	0	0	0	0	0	251960.3381	0	0	0	0	209838.8829	0	0	0	0	0	0	0	352514.0562	249431.9066	0	0	0	90095.8231	0	206566.0377	0	226418.2359	220846.1538
Q8K0V4	Q8K0V4	2	2	2	CCR4-NOT transcription complex subunit 3	Cnot3	0	1194987.342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9ERL9	Q9ERL9	1	1	1	Guanylate cyclase soluble subunit alpha-3	Gucy1a3	0	1152202.532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94899.56332	0	0	0	0	0	0	0
P19426	P19426	2	2	2	Negative elongation factor E	Nelfe	0	0	0	0	0	2763750	0	779446.3492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	966839.801	0	0	0	0	0	0	0	0	0	0	0
Q9WTJ4	Q9WTJ4	1	1	1	Flt3-interacting zinc finger protein 1	Fiz1	570400.4329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1497921.997	942658.7065	0	0	0	0	0	0	0	301037.7358	0	0	0
Q8BXA1	Q8BXA1	2	2	2	Golgi integral membrane protein 4	Golim4	0	0	0	0	0	0	0	2975013.333	0	0	639816.1245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	974400.6849	0	0	0	0	0	0	14020.21804	0
Q78YZ6	Q78YZ6	1	1	1	Short coiled-coil protein	Scoc	0	0	0	2094994.914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q61239	Q61239	1	1	1	Protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha	Fnta	0	0	0	486238.0468	0	0	0	0	0	0	0	0	126682.0546	0	0	0	0	0	0	0	0	494760.5791	0	0	0	0	0	0	0	0	136817.4798	0	0	0	0	51180.76923
Q4FJU9	Q4FJU9	1	1	1	Transmembrane protein 40	Tmem40	428555.1948	0	0	0	0	1939958.791	0	0	0	0	0	0	0	0	0	0	89601.57676	0	0	0	0	0	0	192302.6521	0	0	0	0	114737.9913	0	0	0	149837.7358	0	0	0
Q9D198	Q9D198	2	2	2	Pre-mRNA-splicing factor SYF2	Syf2	0	0	0	0	0	0	0	0	0	0	0	213563.3484	0	3226395.76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q69ZQ2	Q69ZQ2	2	2	2	Pre-mRNA-splicing factor ISY1 homolog	Isy1	0	0	0	756491.353	0	0	0	0	0	0	0	623918.552	0	0	0	0	0	399647.6907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	417792.4528	0	0	0
Q3UE37	Q3UE37	1	1	1	Ubiquitin-conjugating enzyme E2 Z	Ube2z	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2145205.479	0	0	0	0	0	0	0	0
Q5NCQ5	Q5NCQ5	1	1	1	Diphthamide biosynthesis protein 1	Dph1	289740.2597	220805.0633	0	0	0	971596.1538	0	289189.8413	0	110184.0138	136369.1655	0	0	0	0	0	0	0	141851.8519	0	0	0	0	356478.9392	224096.4179	0	0	0	0	0	0	0	0	0	0	0
Q9JHW2	Q9JHW2	1	1	1	Omega-amidase NIT2	Nit2	0	0	0	0	0	0	1696992.269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1413184.932	0	0	0	0	0	0	0	0
Q9QZV9;Q3UNA4	Q9QZV9;Q3UNA4	2;1	2;1	2;1	NTF2-related export protein 1;NTF2-related export protein 2	Nxt1;Nxt2	0	0	0	0	0	0	0	0	0	0	0	648196.8326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1718777.293	0	0	0	0	0	0	0
Q3TLR7	Q3TLR7	2	2	2	Denticleless protein homolog	Dtl	0	0	0	0	0	3306346.154	0	0	0	0	0	0	0	569710.2473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P55096	P55096	1	1	1	ATP-binding cassette sub-family D member 3	Abcd3	0	0	186701.3889	239997.4568	0	0	0	0	0	0	0	91092.76018	130156.4803	0	0	0	0	316141.783	0	0	0	205107.461	0	0	0	130245.7831	298583.6576	0	0	0	63793.26079	0	0	0	234671.9524	81273.07692
Q8BJ90	Q8BJ90	1	1	1	Zinc finger protein 771	Znf771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2009860.027	0	0
Q6ZPY7	Q6ZPY7	2	2	2	Lysine-specific demethylase 3B	Kdm3b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2160260.643	318217.8423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130300.9421	0	0
P62984	P62984	8	1	1	Ubiquitin-60S ribosomal protein L40;Ubiquitin;60S ribosomal protein L40	Uba52	186255.4113	0	0	0	0	0	339967.7311	0	0	124519.839	0	0	0	0	0	0	0	0	105022.4467	0	0	0	306196.7213	0	220922.2886	0	0	656952.0548	366342.7948	0	0	0	459433.9623	0	0	0
Q91Z38	Q91Z38	1	1	1	Tetratricopeptide repeat protein 1	Ttc1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2030546.433	0	0
P04184	P04184	1	1	1	Thymidine kinase, cytosolic	Tk1	0	0	198732.6389	1397441.506	0	0	0	0	0	0	0	0	0	0	0	0	0	26640.6015	0	0	0	364113.3073	0	0	0	0	0	0	0	0	0	0	0	0	65724.47968	0
Q9ERD7	Q9ERD7	15	1	0	Tubulin beta-3 chain	Tubb3	0	0	0	1331119.023	0	0	0	0	0	0	0	0	391950.5852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	238634.6154
Q9CXU1	Q9CXU1	1	1	1	Mediator of RNA polymerase II transcription subunit 31	Med31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2712847.958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P35585;Q9WVP1	P35585;Q9WVP1	2;1	2;1	2;1	AP-1 complex subunit mu-1;AP-1 complex subunit mu-2	Ap1m1;Ap1m2	0	0	0	0	0	0	0	0	0	1284071.305	0	325045.2489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8BGK6	Q8BGK6	1	1	1	Y+L amino acid transporter 2	Slc7a6	0	0	0	0	0	4101277.473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q3UFY7	Q3UFY7	2	2	2	7-methylguanosine phosphate-specific 5-nucleotidase	Nt5c3b	240200.2165	0	344704.8611	0	0	0	0	0	0	0	0	0	0	754908.1272	0	0	0	68232.00859	0	0	0	104778.118	0	0	0	0	0	956506.8493	173700.8734	0	0	0	0	0	0	0
O08638	O08638	13	2	2	Myosin-11	Myh11	0	0	0	0	2264344.262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q64374	Q64374	1	1	1	Regucalcin	Rgn	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	847016.497	0	0	0	0	0
Q99LX5	Q99LX5	1	1	1	Multiple myeloma tumor-associated protein 2 homolog	Mmtag2	0	0	0	0	0	0	0	0	0	0	302277.2277	0	0	0	0	2720809.731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q6PGG2	Q6PGG2	1	1	1	GEM-interacting protein	Gmip	392976.1905	0	0	0	0	1155861.264	0	1269076.825	0	0	0	0	0	0	0	0	0	0	253249.1582	0	0	0	0	1097597.504	0	0	0	0	0	0	0	0	0	0	0	0
Q9ESJ0	Q9ESJ0	1	1	1	Exportin-4	Xpo4	0	0	0	0	0	0	0	0	0	475290.3968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1799914.384	0	0	0	0	0	0	0	0
Q3U319	Q3U319	1	1	1	E3 ubiquitin-protein ligase BRE1B	Rnf40	0	0	0	0	2404016.393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8C5L3	Q8C5L3	1	1	1	CCR4-NOT transcription complex subunit 2	Cnot2	693993.5065	255265.8228	0	0	0	0	0	0	0	381345.6009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1408534.328	0	0	0	0	0	0	0	0	0	0	0
Q8C052	Q8C052	4	4	4	Microtubule-associated protein 1S;MAP1S heavy chain;MAP1S light chain	Map1s	0	0	0	0	319745.9016	255659.3407	0	0	0	286187.4641	0	0	0	0	0	0	215466.39	0	875084.1751	0	0	0	0	253514.8206	0	0	0	0	0	0	0	0	0	0	0	0
Q7TNB8;Q689Z5	Q7TNB8;Q689Z5	1;1	1;1	1;1	Protein strawberry notch homolog 2;Protein strawberry notch homolog 1	Sbno2;Sbno1	0	0	0	0	0	2284766.484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2494477.379	0	0	0	0	0	0	0	0	0	0	0	0
Q80U72	Q80U72	1	1	1	Protein scribble homolog	Scrib	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1617852.302	0	0	0	0	0	0	0	2381560.062	0	0	0	0	0	0	0	0	0	0	0	0
Q8VIB3	Q8VIB3	1	1	1	Type 2 lactosamine alpha-2,3-sialyltransferase	St3gal6	0	0	0	326182.0956	0	0	0	0	0	0	0	753936.6516	187478.977	0	0	0	0	68891.08485	0	0	0	0	0	0	0	0	0	0	0	0	280401.5444	0	0	0	0	0
Q64010	Q64010	1	1	1	Adapter molecule crk	Crk	0	0	0	446003.5605	0	0	0	0	0	0	0	730113.1222	0	0	0	0	0	330921.5897	0	0	79317.07317	124087.6949	0	0	0	195662.6506	458915.6939	0	0	0	0	0	0	0	161696.7294	83953.84615
Q9WTX6	Q9WTX6	1	1	1	Cullin-1	Cul1	0	0	0	1092721.261	0	0	0	0	0	0	0	443667.4208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	348443.3134	0	0	0	0	0
Q9JJT0	Q9JJT0	1	1	1	RNA 3-terminal phosphate cyclase-like protein	Rcl1	1299837.662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1995632.836	0	0	0	0	0	0	0	0	0	0	0
Q9R060	Q9R060	2	2	2	Cytosolic Fe-S cluster assembly factor NUBP1	Nubp1	0	0	0	0	0	0	0	5474831.746	0	761644.6233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	863074.6269	0	0	0	0	0	0	0	0	0	0	0
Q0VBD2	Q0VBD2	1	1	1	Protein MCM10 homolog	Mcm10	134724.026	375443.038	0	0	0	709953.2967	0	1095629.206	0	0	275346.5347	0	0	0	0	0	0	0	512457.9125	58080.12821	0	0	0	302439.9376	180697.4129	0	0	0	0	0	0	0	0	0	0	0
Q61249	Q61249	2	2	2	Immunoglobulin-binding protein 1	Igbp1	0	0	0	0	0	798648.3516	0	0	0	0	0	285529.4118	91580.40746	1092099.823	0	343243.093	364220.7469	0	0	0	0	55884.18708	0	825360.3744	0	0	0	0	0	0	0	0	0	0	0	0
Q6A078	Q6A078	2	2	2	Centrosomal protein of 290 kDa	Cep290	0	0	0	0	0	0	6206682.353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q65Z40	Q65Z40	2	2	2	Wings apart-like protein homolog	Wapal	0	0	0	0	0	2276607.143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1015346.334	0	0	0	0	0	0	0	2015822.368	0	0	0	0
Q8R1N0	Q8R1N0	2	2	2	Zinc finger protein 830	Znf830	0	0	0	0	0	0	0	812405.0794	0	0	897751.0608	0	0	0	0	2394679.409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q7TSI3	Q7TSI3	3	3	3	Serine/threonine-protein phosphatase 6 regulatory subunit 1	Ppp6r1	0	0	0	0	0	0	0	1846314.921	0	0	765360.6789	0	0	0	0	0	0	0	0	0	0	0	728833.7237	0	0	0	0	1395376.712	0	0	0	0	0	0	0	0
Q9CYI4	Q9CYI4	4	1	1	Putative RNA-binding protein Luc7-like 1	Luc7l	0	0	0	0	0	0	0	0	0	0	733705.7992	0	0	0	0	2743183.319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O09159	O09159	1	1	1	Lysosomal alpha-mannosidase	Man2b1	0	0	0	0	0	3798626.374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1267093.604	0	0	0	0	0	0	0	0	0	0	0	0
